冮 	\nr\
撒谎 	\v\
撒娇 	\v\
撒克逊 	\nz\
撒拉族 	\nz\
撒落 	\v\
撒手人寰 	\l\
洒 	\v\
洒遍 	\v\
洒落 	\v\
洒满 	\v\
洒水机 	\n\
洒脱 	\a\
萨尔图区 	\ns\
萨尔瓦多 	\ns\
萨尔瓦多市 	\ns\
萨尔瓦区 	\ns\
萨格勒布 	\ns\
萨赫勒 	\nz\
萨赫勒批发市场	\ns\
萨吉德 	\ns\
萨摩亚 	\ns\
萨摩亚独立国 	\ns\
萨帕塔 	\nz\
萨希德加查帕卡萨 	\nz\
萨伊德 	\ns\
萨伊德地区	\ns\
腮 	\n\
腮壳 	\n\
鳃裂 	\n\
塞 	\nr/v\
塞北 	\ns/s\
塞恩斯伯里 	\ns\
塞尔维亚 	\ns\
塞拉多斯 	\nz\
塞伦盖蒂 	\ns\
塞伦盖蒂高原	\ns\
塞纳河 	\ns\
塞纳河畔 	\ns\
塞内加尔 	\ns\
塞帕底斯特 	\nz\
塞浦路斯 	\ns\
塞入 	\v\
塞上 	\s\
塞外 	\s\
塞族 	\nz\
赛 	\Ng/vn\
赛宝 	\nz\
赛场 	\n\
赛程 	\n\
赛风 	\n\
赛格 	\nz\
赛后 	\t\
赛会 	\n\
赛季 	\n\
赛纪 	\n\
赛马 	\v\
赛马会 	\n\
赛前 	\f/t\
赛事 	\n\
赛特 	\nz\
赛艇 	\n\
赛项 	\n\
赛制 	\n\
三 	\m/nr\
三八 	\nz/t\
三胞胎 	\n\
三包 	\j\
三北 	\j\
三伯 	\n\
三步并作两步 	\l\
三产 	\j\
三产型 	\n\
三从四德 	\i\
三大战役 	\nz\
三等 	\b\
三等功 	\n\
三等奖 	\n\
三低 	\j\
三反 	\j\
三坊七巷 	\nz\
三废 	\n\
三分球 	\n\
三丰 	\nr/nz\
三风 	\j\
三伏天 	\t\
三改 	\j\
三纲五常 	\i\
三高 	\j\
三官庙 	\ns\
三光 	\j\
三国 	\nz/t\
三国演义 	\nz\
三国志 	\n\
三和 	\nz\
三合一 	\l/v\
三花接骨散 	\n\
三皇五帝 	\l\
三机部 	\j\
三级 	\b\
三缄其口 	\i\
三讲 	\j\
三角 	\n\
三角债 	\n\
三角洲 	\n\
三教九流 	\i\
三结合 	\j\
三金奖 	\n\
三晋 	\j\
三九 	\m/t\
三九天 	\t\
三居室 	\n\
三老四严 	\j\
三联 	\nz\
三菱 	\nz\
三令五申 	\i\
三流 	\b\
三六九等 	\l\
三鹿 	\nz\
三轮 	\n\
三轮车 	\n\
三毛 	\nr/nz\
三毛大厦	\ns\
三昧 	\n\
三门 	\ns\
三门峡市 	\ns\
三明路 	\ns\
三明治 	\n\
三陪 	\j\
三期 	\b\
三秦 	\ns\
三清山 	\ns\
三缺一 	\l\
三热爱 	\j\
三日 	\t\
三三两两 	\i\
三三制 	\n\
三生 	\nz\
三十三分 	\t\
三时 	\t\
三思 	\v\
三思而后行 	\i\
三天两头 	\l\
三通 	\j\
三同 	\j\
三湾 	\ns\
三委 	\j\
三位一体 	\l\
三五成群 	\l\
三西 	\j\
三峡 	\ns\
三峡坝区	\ns\
三峡工程	\nz\
三峡库区	\ns\
三线 	\j\
三湘 	\j\
三星 	\nz\
三星级 	\b\
三性 	\j\
三学 	\j\
三亚 	\ns\
三亚市 	\ns\
三言两语 	\i\
三沿 	\j\
三洋 	\nz\
三野 	\j\
三优 	\j\
三元里 	\ns\
三元里抗英	\nz\
三愿 	\j\
三月 	\t\
三者 	\r\
三志 	\j\
三中全会 	\j\
三庄乡 	\ns\
三资 	\j\
三资企业 	\n\
三子 	\n\
三自爱国 	\vn\
三字经 	\n\
三总部 	\j\
伞 	\n\
伞架 	\n\
伞罩 	\n\
伞状 	\b\
散 	\ad/v\
散布 	\v\
散步 	\v\
散发 	\v\
散放 	\v\
散户 	\n\
散伙 	\v\
散货 	\n\
散货船 	\n\
散货轮 	\n\
散记 	\vn\
散见 	\v\
散居 	\v\
散客 	\n\
散乱 	\a\
散落 	\v\
散热 	\v\
散射 	\v\
散手 	\n\
散文 	\n\
散文集 	\n\
散文热 	\n\
散文诗 	\n\
散文式 	\b\
散心 	\v\
散装 	\b\
桑 	\Ng/nr\
桑巴舞 	\n\
桑地诺 	\ns\
桑戈 	\nz\
桑戈语 	\nz\
桑麻 	\nz\
桑拿 	\n\
桑拿浴 	\n\
桑普 	\nz\
桑塔纳 	\nz\
桑梓 	\n\
嗓门 	\n\
嗓音 	\n\
嗓子 	\n\
丧 	\Vg\
丧父 	\v\
丧命 	\v\
丧气 	\a\
丧生 	\v\
丧生者 	\n\
丧失 	\vn\
丧事 	\n\
骚动 	\vn\
骚乱 	\vn\
骚扰 	\v\
扫 	\v\
扫把 	\n\
扫除 	\vn\
扫荡 	\vn\
扫地 	\v\
扫黄 	\vn\
扫黄办 	\j\
扫黄打非 	\l\
扫盲 	\v\
扫描 	\vn\
扫描术 	\n\
扫描仪 	\n\
扫尾 	\vn\
扫雪 	\v\
扫帚 	\n\
嫂嫂 	\n\
瑟瑟 	\z\
瑟缩 	\v\
色 	\Ng\
色彩 	\n\
色彩斑斓 	\i\
色彩纷呈 	\i\
色彩缤纷 	\i\
色调 	\n\
色粉 	\n\
色价 	\n\
色情 	\n\
色庆乡 	\ns\
色韵 	\n\
色泽 	\n\
涩谷 	\ns\
森工 	\j\
森木绿 	\n\
森森 	\z\
森严 	\a\
森严壁垒 	\i\
森永 	\nz\
僧侣 	\n\
僧人 	\n\
砂 	\n\
砂枪 	\n\
砂洗厂 	\n\
砂岩 	\n\
砂纸 	\n\
杀 	\v\
杀出 	\v\
杀出重围 	\l\
杀掉 	\v\
杀光 	\v\
杀害 	\v\
杀机 	\n\
杀价 	\v\
杀灭 	\v\
杀气 	\n\
杀青 	\v\
杀人 	\vn\
杀伤 	\vn\
杀伤力 	\n\
杀伤性 	\n\
杀手 	\n\
杀手锏 	\n\
杀死 	\v\
杀头 	\v\
刹 	\v\
刹车 	\n/v\
刹风整纪 	\l\
刹那 	\t\
刹那间 	\t\
刹住 	\v\
沙 	\Ng/nr\
沙暴 	\n\
沙场 	\n\
沙发 	\n\
沙化 	\vn\
沙皇 	\n\
沙棘 	\n\
沙家浜 	\ns\
沙梁 	\n\
沙漠 	\n\
沙坪 	\ns\
沙坪坝 	\ns\
沙坪镇 	\ns\
沙埔村 	\ns\
沙丘 	\n\
沙色乡 	\ns\
沙沙 	\o\
沙善 	\ns\
沙石 	\n\
沙市区 	\ns\
沙滩 	\n\
沙特 	\ns\
沙特阿拉伯 	\ns\
沙头角 	\ns\
沙头角镇 	\ns\
沙土 	\n\
沙湾镇 	\ns\
沙窝集镇 	\ns\
沙溪 	\ns\
沙溪桥 	\ns\
沙箱 	\n\
沙子 	\n\
纱 	\n\
纱布 	\n\
纱锭 	\n\
纱嫂 	\n\
纱帐 	\n\
傻 	\a\
傻干 	\v\
傻笑 	\v\
啥 	\r\
煞 	\Ag/Dg/v/y\
筛选 	\vn\
筛子 	\n\
晒 	\v\
晒谷场 	\n\
晒太阳 	\v\
珊瑚 	\n\
珊瑚公园	\ns\
珊瑚滩 	\n\
杉 	\Ng/nr\
杉木 	\n\
杉树 	\n\
山 	\j/nr\
山包 	\n\
山北村 	\ns\
山崩地裂 	\l\
山苍籽 	\n\
山场 	\n\
山城 	\n\
山川 	\n\
山村 	\n\
山丹丹花 	\n\
山道 	\n\
山道口 	\n\
山地 	\n\
山顶 	\n\
山顶洞 	\n\
山东 	\ns\
山东快书 	\n\
山东省滨州地区	\ns\
山东省菏泽地区	\ns\
山东沂蒙山区	\ns\
山洞 	\n\
山耳东村 	\ns\
山峰 	\n\
山盖沟村 	\ns\
山冈 	\n\
山岗 	\n\
山歌 	\n\
山沟 	\n\
山谷 	\n\
山海关 	\ns\
山航 	\j\
山河 	\n\
山洪 	\n\
山洪暴发 	\l\
山呼 	\v\
山花 	\n\
山会 	\nz\
山货 	\n\
山基土 	\n\
山间 	\s\
山涧 	\n\
山脚 	\n\
山脚下 	\f\
山里 	\s\
山里人 	\n\
山梁 	\n\
山岭 	\n\
山麓 	\n\
山路 	\n\
山峦 	\n\
山脉 	\n\
山猫 	\n\
山妹 	\n\
山门 	\n\
山民 	\n\
山姆大叔 	\n\
山木 	\n\
山南 	\ns\
山南地区	\ns\
山南头 	\n\
山南镇 	\ns\
山坪 	\ns\
山坡 	\n\
山坡地 	\n\
山墙 	\n\
山清水秀 	\i\
山穷水尽 	\i\
山丘 	\n\
山区 	\n/s\
山泉 	\n\
山泉水 	\n\
山色 	\n\
山山 	\n\
山山岭岭 	\n\
山山水水 	\l\
山上 	\s\
山势 	\n\
山水 	\n\
山水画 	\n\
山水田林路 	\l\
山潭 	\n\
山体 	\n\
山头 	\n\
山娃娃 	\n\
山西 	\ns\
山西省晋城市电视大演播厅	\ns\
山西省吕梁地区	\ns\
山下 	\s\
山乡 	\n\
山形 	\ns\
山形县 	\ns\
山杏 	\n\
山崖 	\n\
山羊 	\n\
山羊肉 	\n\
山腰 	\n\
山摇地动 	\l\
山药蛋 	\n\
山野 	\n\
山影 	\n\
山寨 	\n\
山珍 	\n\
山珍海味 	\l\
山巅 	\n\
删除 	\v\
删改 	\vn\
删节 	\v\
删去 	\v\
煽动 	\v\
闪 	\v\
闪电 	\v\
闪电式 	\b\
闪动 	\v\
闪光 	\n\
闪光灯 	\n\
闪光点 	\n\
闪亮 	\v\
闪闪 	\z\
闪闪烁烁 	\z\
闪失 	\n/v\
闪烁 	\v\
闪烁生辉 	\l\
闪现 	\v\
闪耀 	\v\
陕 	\j\
陕北 	\ns\
陕长岭Ａ 	\nz\
陕甘宁 	\j\
陕甘宁边区	\ns\
陕南 	\ns\
陕西 	\ns\
陕西商洛地区	\ns\
擅长 	\v\
擅自 	\d\
膳食 	\n\
善 	\Ag/Dg/Ng\
善本 	\n\
善待 	\v\
善恶 	\n\
善举 	\n\
善款 	\n\
善良 	\a\
善男信女 	\i\
善为 	\v\
善意 	\n\
善于 	\v\
善战 	\v\
汕头 	\ns\
汕头人 	\n\
汕头市 	\ns\
扇 	\q\
扇动 	\v\
扇状 	\n\
扇子舞 	\n\
墒 	\Ng\
墒情 	\n\
伤 	\n/v\
伤疤 	\n\
伤病 	\n\
伤病员 	\n\
伤残 	\vn\
伤残人 	\n\
伤残人员 	\n\
伤风 	\vn\
伤感 	\an\
伤害 	\vn\
伤害案 	\n\
伤痕 	\n\
伤口 	\n\
伤脑筋 	\v\
伤其十指不如断其一指 	\l\
伤情 	\n\
伤逝 	\vn\
伤势 	\n\
伤天害理 	\i\
伤痛 	\n\
伤亡 	\vn\
伤亡率 	\n\
伤亡者 	\n\
伤愈 	\v\
伤员 	\n\
伤者 	\n\
商 	\Tg/Vg/j/nr\
商报 	\n\
商标 	\n\
商标法 	\n\
商场 	\n\
商朝 	\t\
商城 	\n\
商船 	\n\
商代 	\t\
商德 	\n\
商店 	\n\
商定 	\v\
商贩 	\n\
商管委 	\j\
商海 	\n\
商号 	\n\
商会 	\n\
商家 	\n\
商检 	\j/vn\
商检局 	\n\
商交所 	\j\
商界 	\n\
商客居 	\n\
商量 	\v\
商流 	\j\
商洛 	\ns\
商贸 	\j/n\
商贸城 	\n\
商贸点 	\n\
商贸司 	\n\
商品 	\n\
商品房 	\n\
商品化 	\vn\
商品经济 	\n\
商品粮 	\n\
商品流通 	\l\
商品率 	\n\
商品棉 	\n\
商品生产 	\l\
商品性 	\n\
商品猪 	\n\
商铺 	\n\
商丘市 	\ns\
商人 	\n\
商山 	\n\
商社 	\n\
商谈 	\vn\
商讨 	\vn\
商团 	\n\
商务 	\n\
商务部长 	\n\
商务区 	\n\
商厦 	\n\
商学院 	\n\
商业 	\n\
商业部 	\n\
商业部长 	\n\
商业城 	\n\
商业点 	\n\
商业化 	\vn\
商业街 	\n\
商业界 	\n\
商业局 	\n\
商业区 	\n\
商业性 	\n\
商用 	\b/vn\
商誉 	\n\
商战 	\n\
商周 	\t\
商州 	\ns\
商住 	\j\
商住楼 	\n\
赏 	\v\
赏识 	\v\
赏玩 	\v\
赏析 	\vn\
赏心悦目 	\i\
晌 	\Tg\
上 	\Ng/f/j/v\
上岸 	\v\
上百 	\m\
上百万 	\m\
上班 	\vn\
上班族 	\n\
上半场 	\n\
上半年 	\t\
上半期 	\t\
上半时 	\t\
上半叶 	\t\
上报 	\v\
上边 	\f\
上宾 	\n\
上蔡县 	\ns\
上策 	\n\
上层 	\f/n\
上层建筑 	\l\
上柴 	\nz\
上场 	\v\
上车 	\vn\
上乘 	\z\
上传下达 	\l\
上次 	\t\
上当 	\v\
上档次 	\l\
上等 	\b\
上帝 	\n\
上调 	\v\
上方 	\f\
上访 	\vn\
上访户 	\n\
上访者 	\n\
上风 	\j/nz\
上甘岭 	\ns\
上岗 	\vn\
上岗制 	\n\
上港村 	\ns\
上高县 	\ns\
上个月 	\t\
上规模 	\l\
上海 	\ns\
上海博物馆	\ns\
上海灯具城	\ns\
上海动物园	\ns\
上海奉浦大桥	\nz\
上海交大 	\j\
上海锦江饭店	\ns\
上海南京路	\ns\
上海南京路新世界商厦	\ns\
上海浦东新区	\ns\
上海浦东新区孙桥现代农业开发区	\ns\
上海商城	\ns\
上海市 	\ns\
上海体育场	\ns\
上海新世界电脑市场	\ns\
上海野生动物园	\ns\
上海展览中心	\ns\
上海站 	\ns\
上海证券大厦	\ns\
上航 	\j\
上好 	\a\
上晃 	\a/v\
上机 	\v\
上级 	\n\
上佳 	\a\
上将 	\n\
上交 	\v\
上交所 	\j\
上缴 	\vn\
上街 	\v\
上届 	\b\
上进 	\a/v\
上进心 	\n\
上镜率 	\n\
上课 	\v\
上空 	\s\
上昆 	\j\
上来 	\v\
上列 	\b\
上楼 	\v\
上路 	\vn\
上马 	\v\
上门 	\v\
上面 	\f\
上年 	\t\
上年末 	\t\
上牌 	\v\
上品 	\n\
上期 	\b\
上汽 	\j\
上千 	\m\
上千万 	\m\
上千亿 	\m\
上前 	\v\
上勤 	\v\
上去 	\v\
上饶 	\ns\
上任 	\v\
上山 	\v\
上山下乡 	\l\
上上下下 	\l/z\
上升 	\vn\
上升期 	\n\
上市 	\vn\
上市户 	\n\
上收 	\vn\
上书 	\v\
上述 	\b/vn\
上司 	\n\
上诉 	\vn\
上诉状 	\n\
上台 	\vn\
上天 	\v\
上吐下泻 	\l\
上万 	\m\
上万亿 	\m\
上网 	\vn\
上尉 	\n\
上文 	\n\
上午 	\t\
上下 	\f/m/n\
上下班 	\j/vn\
上下级 	\b\
上下齐心 	\i\
上下学 	\j\
上下一心 	\l\
上下议院 	\j\
上下游 	\j\
上限 	\n\
上辛口乡 	\ns\
上心 	\a\
上星期 	\t\
上行 	\vn\
上学 	\vn\
上旬 	\t\
上演 	\vn\
上扬 	\v\
上冶镇 	\ns\
上一年 	\t\
上衣 	\n\
上亿 	\m\
上影线 	\n\
上映 	\v\
上游 	\f/s\
上虞 	\ns\
上院 	\n\
上月 	\t\
上涨 	\vn\
上涨率 	\n\
上阵 	\v\
上证 	\j\
上证３０ 	\j\
上证Ａ股 	\j\
上证Ｂ股 	\j\
上周 	\t\
上周四 	\t\
上桌 	\v\
上座率 	\n\
上瘾 	\v\
尚 	\Vg/d/nr\
尚朋堂 	\nz\
尚且 	\c\
尚未 	\d\
尚义 	\ns\
尚义县 	\ns\
尚志 	\nr/ns/nz\
尚志地区	\ns\
梢 	\Ng\
捎 	\v\
捎带 	\v\
稍 	\d\
稍候 	\v\
稍后 	\d\
稍加 	\d\
稍事 	\d\
稍事停留 	\l\
稍微 	\d\
稍逊风骚 	\l\
烧 	\v\
烧饼 	\n\
烧光 	\v\
烧荒 	\vn\
烧毁 	\v\
烧结 	\v\
烧烤 	\vn\
烧伤 	\vn\
烧水 	\v\
烧香 	\v\
烧窑 	\vn\
烧制 	\vn\
芍药 	\n\
勺 	\q\
韶关 	\ns\
韶山路 	\n\
韶山型 	\nz\
少 	\Ng/ad/d/j/v\
少不了 	\l\
少部分 	\m\
少儿 	\n\
少妇 	\n\
少见 	\a\
少将 	\n\
少量 	\m\
少林 	\n\
少林拳 	\n\
少男少女 	\l\
少年 	\n\
少年儿童 	\l\
少年宫 	\n\
少年老成 	\i\
少女 	\n\
少生快富 	\l\
少时 	\n\
少数 	\m\
少数民族 	\n\
少数民族界 	\n\
少先队员 	\n\
少小 	\n\
少校 	\n\
少有 	\a\
少于 	\v\
少者 	\n\
哨 	\Ng\
哨兵 	\n\
哨卡 	\n\
哨所 	\n\
哨音 	\n\
邵阳 	\ns\
邵阳市 	\ns\
绍兴 	\ns\
绍兴酒 	\n\
绍兴县 	\ns\
奢 	\Ag\
奢侈 	\an\
奢侈关 	\n\
奢侈浪费 	\l\
奢侈品 	\n\
奢华 	\a\
奢靡 	\a\
奢糜 	\a\
奢望 	\vn\
蛇 	\n\
蛇口 	\ns\
蛇头 	\n\
舌 	\n\
舌头 	\n\
舌战 	\v\
舍 	\Ng/vn\
舍本求末 	\i\
舍本逐末 	\i\
舍不得 	\v\
舍得 	\v\
舍己救人 	\i\
舍近求远 	\i\
舍弃 	\v\
舍生忘死 	\i\
摄 	\Vg/j\
摄成 	\v\
摄录 	\j/v\
摄取 	\vn\
摄入 	\v\
摄氏度 	\q\
摄像 	\vn\
摄像机 	\n\
摄影 	\n/vn\
摄影部 	\n\
摄影机 	\n\
摄影家 	\n\
摄影赛 	\n\
摄影师 	\n\
摄影展 	\n\
摄影者 	\n\
摄制 	\vn\
摄制组 	\n\
射 	\v\
射电 	\vn\
射击 	\vn\
射击场 	\n\
射击队 	\n\
射箭 	\vn\
射门 	\vn\
涉 	\Vg\
涉案 	\vn\
涉案人 	\n\
涉案人员 	\n\
涉法 	\vn\
涉及 	\vn\
涉及面 	\n\
涉猎 	\vn\
涉农 	\vn\
涉企 	\vn\
涉水 	\v\
涉外 	\vn\
涉嫌 	\vn\
涉险 	\v\
涉县 	\ns\
涉足 	\v\
社 	\n\
社保 	\j\
社长 	\n\
社会 	\n\
社会保险 	\l\
社会保险金 	\n\
社会存在 	\l\
社会存在物 	\n\
社会党 	\n\
社会党人 	\n\
社会关系 	\l\
社会化 	\vd/vn\
社会活动 	\l\
社会科学 	\l\
社会科学界 	\n\
社会民主党 	\n\
社会名流 	\l/n\
社会效益 	\n\
社会心理学 	\n\
社会形态 	\l\
社会性 	\n\
社会学 	\n\
社会学家 	\n\
社会学界 	\n\
社会学所 	\n\
社会制度 	\l\
社会主义 	\n\
社会主义建设者 	\n\
社会主义者 	\n\
社交 	\n\
社科 	\j\
社科类 	\n\
社科联 	\j\
社科院 	\j\
社论 	\n\
社民党 	\j\
社评 	\n\
社情民意 	\l\
社区 	\n\
社团 	\n\
社员 	\n\
设 	\v\
设备 	\n\
设备厂 	\n\
设点 	\v\
设定 	\v\
设法 	\v\
设防 	\vn\
设伏 	\v\
设计 	\n/vn\
设计部 	\n\
设计奖 	\n\
设计师 	\n\
设计院 	\n\
设计者 	\n\
设卡 	\v\
设立 	\vn\
设身处地 	\i\
设施 	\n\
设想 	\b/vn\
设宴 	\v\
设有 	\v\
设置 	\vn\
设置关 	\n\
申办 	\vn\
申报 	\vn\
申辩 	\v\
申城 	\j\
申根协定 	\nz\
申菱 	\nz\
申明 	\v\
申请 	\n/vn\
申请人 	\n\
申请书 	\n\
申说 	\v\
申诉 	\v\
申新 	\nz\
呻吟 	\v\
伸 	\v\
伸长 	\v\
伸出 	\v\
伸手 	\v\
伸缩 	\v\
伸展 	\v\
伸张 	\vn\
身 	\Ng/q\
身败名裂 	\i\
身边 	\s\
身材 	\n\
身残志不残 	\l\
身处 	\s/v\
身处牢笼 	\l\
身份 	\n\
身份证 	\n\
身高 	\n\
身后 	\f\
身价 	\n\
身临其境 	\i\
身旁 	\s\
身前 	\s\
身强力壮 	\i\
身强体壮 	\l\
身躯 	\n\
身上 	\s\
身世 	\n\
身手 	\n\
身手不凡 	\l\
身体 	\n\
身体力行 	\i\
身外之物 	\i\
身亡 	\v\
身为 	\v\
身无分文 	\i\
身下 	\n\
身先士卒 	\i\
身陷囹圄 	\i\
身心 	\n\
身心健康 	\l\
身影 	\n\
身孕 	\n\
身着 	\v\
身姿 	\n\
身子 	\n\
深 	\an/d/j\
深奥 	\a\
深表 	\v\
深部 	\n\
深槽 	\n\
深层 	\a/b\
深沉 	\an\
深成指 	\j\
深处 	\s\
深冬 	\t\
深度 	\n\
深恶痛绝 	\i\
深感 	\v\
深沟墩台 	\n\
深谷 	\n\
深过冷 	\l\
深海 	\n\
深痕 	\n\
深厚 	\a\
深华发Ａ 	\nz\
深化 	\vn\
深交 	\v\
深交所 	\j\
深井 	\n\
深刻 	\ad/an\
深刻性 	\n\
深蓝 	\b\
深蓝色 	\n\
深明大义 	\i\
深谋远虑 	\i\
深南 	\j\
深南大道	\ns\
深浅 	\n\
深切 	\ad\
深情 	\b/d/n\
深情厚意 	\n\
深情厚谊 	\i\
深秋 	\t\
深入 	\ad/an/vn\
深入虎穴 	\l\
深入浅出 	\i\
深入人心 	\i\
深入性 	\n\
深色 	\b\
深山 	\n\
深山老林 	\l\
深山区 	\n\
深深 	\a/d/z\
深深地 	\d\
深市 	\j\
深受 	\v\
深水 	\b\
深思 	\vn\
深思熟虑 	\i\
深陷 	\v\
深信 	\v\
深信不疑 	\i\
深夜 	\t\
深有感触 	\l\
深渊 	\n\
深远 	\a\
深蕴 	\n\
深葬法 	\n\
深造 	\v\
深证 	\j\
深证Ａ股 	\j\
深证Ｂ股 	\j\
深知 	\v\
深重 	\a\
深州 	\ns\
深棕色 	\n\
深谙 	\v\
深圳 	\ns\
深圳宝日高尔夫球场	\ns\
深圳国际商业大厦	\ns\
深圳岭 	\ns\
深圳人 	\n\
深圳市 	\ns\
深邃 	\an\
绅士 	\n\
神 	\a/n\
神笔 	\n\
神采 	\n\
神采飞扬 	\i\
神出鬼没 	\i\
神创论 	\n\
神达 	\nz\
神灯 	\n\
神殿 	\n\
神甫 	\n\
神功 	\n\
神乎其神 	\i\
神化 	\vn\
神话 	\n\
神魂 	\n\
神经 	\n\
神经科学 	\n\
神经衰弱 	\l\
神经痛 	\n\
神经系统 	\l\
神经线 	\n\
神经性 	\b/n\
神经中枢 	\l\
神经肽 	\nz\
神灵 	\n\
神龙 	\nz\
神秘 	\an\
神秘兮兮 	\z\
神妙 	\an\
神农架 	\ns\
神女 	\n\
神炮手 	\n\
神魄 	\n\
神奇 	\an\
神气 	\a\
神气活现 	\i\
神枪手 	\n\
神清气爽 	\i\
神情 	\n\
神色 	\n\
神圣 	\a\
神圣感 	\n\
神树 	\n\
神似 	\a\
神速 	\a\
神态 	\n\
神通广大 	\i\
神往 	\v\
神威 	\nz\
神像 	\n\
神学创世说 	\n\
神学目的论 	\n\
神韵 	\n\
神职 	\n\
神州 	\n\
沈 	\j/nr\
沈单七号 	\nz\
沈飞 	\j/nz\
沈河区 	\ns\
沈泉庄 	\ns\
沈泉庄村 	\ns\
沈阳 	\nr/ns\
沈阳军区八一体育馆	\ns\
沈阳人 	\n\
沈阳市 	\ns\
沈阳市动物园	\ns\
沈阳市桃仙国际机场	\ns\
审 	\vn\
审案 	\v\
审查 	\vn\
审查率 	\n\
审查室 	\n\
审定 	\vn\
审核 	\vn\
审计 	\vn\
审计部 	\n\
审计长 	\n\
审计法 	\n\
审计师 	\n\
审计署 	\n\
审价 	\vn\
审结 	\v\
审理 	\vn\
审美 	\vn\
审判 	\vn\
审判长 	\n\
审判庭 	\n\
审判者 	\n\
审批 	\vn\
审批权 	\n\
审评 	\v\
审慎 	\ad\
审时度势 	\i\
审视 	\vn\
审讯 	\vn\
审讯表 	\n\
审验 	\v\
审议 	\vn\
审议会 	\n\
甚 	\Dg\
甚高频 	\b\
甚为 	\d\
甚者 	\r\
甚至 	\c/d\
甚至于 	\d\
甚笃 	\z\
肾 	\n\
肾病 	\n\
肾衰竭 	\n\
肾小球 	\n\
慎 	\Ag/nr\
慎始而敬终 	\l\
慎始敬终 	\i\
慎选 	\v\
慎之又慎 	\l\
慎重 	\ad/d\
渗 	\v\
渗出 	\v\
渗灌 	\v\
渗入 	\v\
渗水 	\v\
渗透 	\vn\
渗透法 	\n\
渗透战 	\n\
声 	\Ng/Vg/n/q\
声场 	\n\
声称 	\v\
声调 	\n\
声光 	\n\
声控 	\vn\
声乐 	\n\
声乐系 	\n\
声泪俱下 	\i\
声明 	\n/vn\
声名 	\n\
声名远播 	\l\
声情并茂 	\l\
声如洪钟 	\l\
声色 	\n\
声声 	\q\
声势 	\n\
声势浩大 	\i\
声望 	\n\
声威 	\n\
声息 	\n\
声响 	\n\
声像 	\n\
声讯 	\j\
声言 	\v\
声音 	\n\
声誉 	\n\
声誉鹊起 	\l\
声援 	\vn\
声韵 	\n\
声震中外 	\l\
生 	\Ng/a/nr/vn\
生搬硬套 	\i\
生病 	\vn\
生财 	\v\
生菜 	\n\
生产 	\n/vn\
生产厂 	\n\
生产队 	\n\
生产队长 	\n\
生产方式 	\l\
生产关系 	\l\
生产观 	\n\
生产国 	\n\
生产过剩 	\l\
生产经营性 	\n\
生产经营者 	\n\
生产力 	\n\
生产率 	\n\
生产能力 	\l\
生产商 	\n\
生产线 	\n\
生产型 	\b\
生产者 	\n\
生产值 	\n\
生产资料 	\n\
生产总值 	\n\
生长 	\vn\
生长点 	\n\
生长激素 	\l\
生长期 	\t\
生长素 	\n\
生辰 	\n\
生成 	\vn\
生成素 	\n\
生出 	\v\
生存 	\n/vn\
生存链 	\n\
生存权 	\n\
生存性 	\n\
生动 	\ad\
生而知之 	\i\
生儿育女 	\l\
生发 	\v\
生发出 	\v\
生根 	\v\
生化 	\j\
生辉 	\v\
生活 	\vn\
生活版 	\n\
生活报 	\n\
生活费 	\n\
生活观 	\n\
生活化 	\vn\
生活会 	\n\
生活区 	\n\
生火 	\v\
生机 	\n/vn\
生机盎然 	\l\
生机勃勃 	\l\
生机蓬勃 	\l\
生计 	\n\
生姜 	\n\
生津止渴 	\l\
生来 	\d\
生离死别 	\i\
生理 	\n\
生理学 	\n\
生理学家 	\n\
生力军 	\n\
生路 	\n\
生猛海鲜 	\l\
生命 	\n\
生命力 	\n\
生命线 	\n\
生命攸关 	\l\
生怕 	\v\
生平 	\n\
生平厅 	\n\
生漆 	\n\
生气 	\a/n\
生气勃勃 	\i\
生前 	\t\
生擒 	\v\
生趣 	\n\
生日 	\n\
生日卡 	\n\
生生不息 	\i\
生生不已 	\l\
生事 	\v\
生疏 	\a\
生死 	\n\
生死存亡 	\i\
生死立判 	\l\
生死线 	\n\
生死攸关 	\i\
生态 	\n/vn\
生态村 	\n\
生态县 	\n\
生态箱 	\n\
生态乡 	\n\
生态学 	\n\
生态学家 	\n\
生疼 	\a/z\
生吞活剥 	\i\
生威 	\n\
生物 	\n/vn\
生物课 	\n\
生物力能学 	\n\
生物武器 	\l\
生物系 	\n\
生物性 	\n\
生物学 	\n\
生物学家 	\n\
生物制品 	\l\
生息 	\v\
生鲜 	\a\
生肖 	\n\
生肖印 	\n\
生效 	\vn\
生性 	\n\
生涯 	\n\
生养 	\v\
生意 	\n\
生意经 	\n\
生硬 	\a\
生于 	\v\
生育 	\vn\
生源 	\n\
生殖 	\vn\
生猪 	\n\
牲口 	\n\
牲畜 	\n\
升 	\nr/vn\
升班队 	\n\
升班马 	\n\
升幅 	\n\
升高 	\v\
升格 	\v\
升华 	\vn\
升级 	\vn\
升级换代 	\l\
升降 	\vn\
升空 	\v\
升平 	\a\
升旗 	\vn\
升旗台 	\n\
升起 	\v\
升迁 	\vn\
升任 	\v\
升入 	\v\
升赏 	\n\
升腾 	\v\
升温 	\vn\
升学 	\vn\
升学率 	\n\
升压 	\v\
升值 	\vn\
绳 	\Ng/nr\
绳之以党纪国法 	\l\
